CODM;RAZAO_SOCIAL;CNPJ;NATUREZA;COD_IES;INSTITUICAO;SIGLA;TELEGONE;SITE;EMAIL;ENDERECO;CIDADE;UF;TIPO;TIPO2;CATEGOORIA;CATEGORIA2;DATA1;CT;ANO_CT;CT_EAD;ANO_EAD;IGC;ANO2;OBS;RLEGAL;OBS3;STIUACAO
16400;CEDIN EDUCACIONAL LTDA - ME;07.808.205/0001-47;Privada com fins lucrativos;22629;Centro de Estudos em Direito e Negócios;-;3223-4133;https://www.cedin.com.br;secretaria@cedin.com.br;Rua Paraíba - 1170 - CEP: 30130-141 - Funcionários;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;27/11/2019;4;2024;-;;-;;;;;Ativa
1296;CENTRO EDUCACIONAL APRENDIZ LTDA;03.517.381/0001-79;Privada com fins lucrativos;1977;CENTRO DE ESTUDOS SUPERIORES APRENDIZ (CESA);CESA;(32) 3339 6850;www.aprendiz.edu.br;emec@anovaeducacao.com;Avenida Bias Fortes - 02 - CEP: 36200-068 - Centro;Barbacena;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;29/01/2002;-;;-;;3;2023;;;;Ativa
14298;IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A;08.446.503/0001-05;Privada com fins lucrativos;23168;Centro de Estudos Superiores de Jataí;-;31 3319-9226;;regulatorio@animaeducacao.com.br;Avenida José de Carvalho - s/nº - CEP: 75805-132 - Setor Epaminondas II;Jataí;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;04/07/2019;4;2019;-;;-;;;;;Ativa
13234;CAMARA DOS DEPUTADOS;00.530.352/0001-59;Pessoa Jurídica de Direito Público - Federal;17161;Centro de Formação, Treinamento e Aperfeiçoamento (Cefor);Cefor;(61)32167500;http://www2.camara.gov.br/responsabilidade-social/edulegislativa;cefor@camara.leg.br;SGMN Via N3, Projeção L, Complexo Avançado da Câmara dos Deputados - - - CEP: 70160-900 - Plano Piloto;Brasília;DF;Escola de Governo;Escola do Governo;Publica;Pública Federal;23/05/2017;4;2015;-;;-;;;;;Ativa
409;COMANDO DO EXERCITO;00.394.452/0001-03;Pessoa Jurídica de Direito Público - Federal;21416;Centro de Instrução de Aviação do Exército (CIAvEx);CIAvEx;(12)21237750;www.ciavex.ensino.eb.br;ciavex.srp.ch@avex.eb.mil.br;Complexo de Aviação do Exército - CAVEX - 2.135 - CEP: 12086-900 - Granjas Rurais Reunidas São Judas Tadeu;Taubaté;SP;Faculdade;Presencial - Superior;Publica;Pública Federal;14/11/2000;-;;-;;-;;;;;Ativa
409;COMANDO DO EXERCITO;00.394.452/0001-03;Pessoa Jurídica de Direito Público - Federal;21417;Centro de Instrução de Guerra Eletrônica (CIGE);CIGE;;www.ccomgex.eb.mil.br;cigecmt@cige.eb.mil.br;Academia Nacional de Polícia Federal - km 05 - CEP: 71559-90 - Setor Habitacional Taquari (Lago Norte);Brasília;DF;Instituição Especialmente Credenciada para oferta de cursos lato sensu;Presencial - Superior;Publica;Pública Federal;14/11/2000;-;;-;;-;;;;;Ativa
16981;CEMEPE - CENTRO DE MEDICINA ESPECIALIZADA, PESQUISA E ENSINO LTDA.;07.111.764/0001-01;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;22685;Centro de Medicina Especializada, Pesquisa e Ensino (CEMEPE);CEMEPE;(31)3221-6642 e (31) 99992-1020;www.cemepemg.com.br;cemepe2006@hotmail.com;Rua Edgard Coelho - 100 - CEP: 30220-050 - Serra;Belo Horizonte;MG;Instituição Especialmente Credenciada para oferta de cursos lato sensu;EAD - Lato-sensu / Presencial - Superior;Privada;Privada com fins lucrativos;20/09/2017;-;;-;;-;;;;Sub Judice;Ativa
17573;ESCOLA MASTER LTDA;01.614.265/0001-42;Privada com fins lucrativos;25234;Centro Educacional Superior MASTER (CESMaster);CESMaster;2737634722;www.etecmaster.com.br;keila.belo@etecmaster.com.br;Avenida Amocim Leite - 347 - CEP: 29934-615 - Aviação;São Mateus;ES;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;17/08/2023;4;2022;-;;-;;;;;Ativa
16655;CENTRO FED DE ED TECNOLOGICA CELSO SUCKOW DA FONSECA RJ;42.441.758/0001-05;Pessoa Jurídica de Direito Público - Federal;593;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA (CEFET/RJ);CEFET/RJ;(21) 2568 8890;www.cefet-rj.br;direg@cefet-rj.br;Avenida Maracanã - 229 - CEP: 20271-110 - Maracanã;Rio de Janeiro;RJ;Centro Federal de Educação Tecnológica;EAD - Superior / Presencial - Superior /;Publica;Pública Federal;04/07/1978;5;2023;4;2017;4;2023;;;;Ativa
16596;CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS;17.220.203/0001-96;Pessoa Jurídica de Direito Público - Federal;594;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS (CEFET/MG);CEFET/MG;(31) 3319 7006;www.cefetmg.br;gabinete@cefetmg.br cavg@cefetmg.br dirgrad@cefetmg.br glauciaporto@cefetmg.br;Avenida Amazonas - 5253 - CEP: 30480-000 - Nova Suiça;Belo Horizonte;MG;Centro Federal de Educação Tecnológica;EAD - Superior / Presencial - Superior /;Publica;Pública Federal;04/07/1978;5;2020;-;;5;2023;;;;Ativa
76;FUNDACAO EDUCACIONAL DE MACHADO;17.907.031/0001-23;Privada sem fins lucrativos;3972;CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO (CESEP);CESEP;(35) 3295-9501;www.cesep.edu.br;secretaria@cesep.edu.br;Av Dr Athayde Pereira de Souza - 730 - CEP: 37750-000 - Centro;Machado;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;20/02/1968;3;2018;-;;3;2023;;;;Ativa
15603;ESCOLA DE EDUCACAO SUPERIOR SAO JOSE;67.973.602/0001-04;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;17014;CENTRO SUPERIOR DE ESTUDOS JURÍDICOS CARLOS DRUMMOND DE ANDRADE (CSEJCDA);CSEJCDA;29421488;www.drummond.com.br;diretoria@drummond.com.br prof.aureniceleite@drummond.com.br;Rua Comendador Cantinho - 394 - CEP: 03603-020 - Penha de França;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;10/05/2011;4;2023;-;;3;2023;;;;Ativa
558;UNIMEO-UNIAO EDUCACIONAL DO MEDIO OESTE PARANAENSE LTDA - EPP;78.669.868/0001-76;Privada com fins lucrativos;810;CENTRO TÉCNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE (CTESOP);CTESOP;(44) 3528 2337;http://www.ctesop.com.br;fabiany@unimeo.com.br fabricio@unimeo.com.br fabio@unimeo.com.br sandro.emec@outlook.com;Avenida Brasil - 1441 - CEP: 85935-000 - Jardim Paraná;Assis Chateaubriand;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;08/11/1989;3;2023;3;2019;3;2023;;;;Ativa
19802;U: VERSE EDUCACIONAL;42.594.082/0001-90;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;2343;Centro Univeritário UniVOLTAIRE (UniVOLTAIRE);UniVOLTAIRE;(11) 91170-1005;https://uverse.com.vc;fabio.c.moraes@alumni.usp.br;Estrada Dias Martins - 894 - CEP: 69919-600 - Jardim Primavera;Rio Branco;AC;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;04/06/1998;4;2018;5;2021;3;2023;;;;Ativa
235;ASSOCIACAO PROPAGADORA ESDEVA;21.562.368/0001-13;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;337;Centro Universitário Academia (Uniacademia);Uniacademia;(32)3250-3800(32)3250-3803;www.uniacademia.edu.br;vicedirecao@uniacademia.edu.br;Rua Halfeld - 1179 - CEP: 36010-972 - Centro;Juiz de Fora;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;26/09/1972;4;2019;5;2019;3;2023;;;;Ativa
2794;INSTITUICAO ADVENTISTA NORDESTE BRASILEIRA DE EDUCACAO E ASSISTENCIA SOCIAL;07.114.699/0001-60;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;4531;Centro Universitário Adventista de Ensino do Nordeste (Uniaene );Uniaene;(75)3425-8153;www.adventista.edu.br;carolinasantana@adventista.edu.br;Br 101 Km 197 - s/n - CEP: 44300-000 - Capueiruçu;Cachoeira;BA;Faculdade;EAD - Superior / EAD - Lato-sensu / Presencial - Superior /;Privada;Privada sem fins lucrativos;04/12/2007;5;2023;4;2018;4;2023;;;;Ativa
144;INSTITUTO ADVENTISTA DE ENSINO;43.586.056/0001-82;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1365;CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO (UNASP);UNASP;(19) 998472645;www.unasp.br;martin.kuhn@unasp.edu.brpi.mec@unasp.edu.br;Estrada de Itapecerica - 5859 - CEP: 05858-001 - Jardim IAE;São Paulo;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;05/06/1968;5;2018;4;2016;4;2023;;;;Ativa
276;AESO-ENSINO SUPERIOR DE OLINDA LTDA;09.726.365/0001-72;Privada com fins lucrativos;4420;Centro Universitário Aeso - Barros Melo (Uniaeso);Uniaeso;(81) 2128 9797;www.barrosmelo.edu.br;aeso@aeso.br;Avenida Transamazônica - 405 - CEP: 53300-240 - Jardim Brasil II;Olinda;PE;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;15/05/1968;5;2019;5;2019;3;2023;;;;Ativa
16079;AGES EDUCACAO LTDA;18.867.222/0001-71;Privada com fins lucrativos;1640;CENTRO UNIVERSITÁRIO AGES (UniAGES);UniAGES;1127991840;www.faculdadeages.com.br;regulatorio@animaeducacao.com.br;Avenida Universitária - 23 - CEP: 48430-000 - Centro;Paripiranga;BA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;26/02/2001;5;2023;4;2018;3;2023;;;;Ativa
2371;INSTITUTO EDUCACIONAL ALFAUNIPAC S.A.;05.598.350/0001-15;Privada com fins lucrativos;14156;Centro Universitário AlfaUnipac (AlfaUnipac);AlfaUnipac;(33) 3529 4750;www.unipacto.com.br;patriciahalves@yahoo.com.br;Rua Engenheiro Celso Murta - 600 - CEP: 39803-087 - Ola Prates Correia;Teófilo Otoni;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;27/03/2002;5;2023;5;2021;3;2023;;;;Ativa
11794;FACULDADE ALFREDO NASSER LTDA;03.485.228/0001-07;Privada com fins lucrativos;1573;CENTRO UNIVERSITÁRIO ALFREDO NASSER (UNIFAN);UNIFAN;(62)30949494;www.unifan.edu.br;unifan@unifan.edu.br;Avenida Bela Vista - 26 - CEP: 74905-020 - Jardim das Esmeralda;Aparecida de Goiânia;GO;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;23/10/2000;3;2018;4;2022;4;2023;;;;Ativa
151;FUNDACAO ESCOLA DE COMERCIO ALVARES PENTEADO - FECAP;60.736.683/0001-71;Privada sem fins lucrativos;213;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO (FECAP);FECAP;(11) 32722204;www.fecap.br;reitoria@fecap.br edison@fecap.br;Avenida da Liberdade - 532 - CEP: 01502-001 - Liberdade;São Paulo;SP;Centro Universitário;Presencial - Superior;Privada;Privada sem fins lucrativos;23/06/1949;5;2018;5;2024;4;2023;;;;Ativa
979;CENTRO EDUCACIONAL ALVES FARIA LTDA.;02.850.990/0001-82;Privada com fins lucrativos;1493;CENTRO UNIVERSITÁRIO ALVES FARIA (UNIALFA);UNIALFA;(62) 3272 5022;www.unialfa.com.br;marciacorreia@unialfa.com.br;Avenida Perimetral Norte - 4.129 - CEP: 74445-190 - Vila João Vaz;Goiânia;GO;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;31/03/2000;5;2023;4;2021;3;2023;;;Unificação de Mantidas;Ativa
715;UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA;67.172.676/0001-33;Privada com fins lucrativos;1225;CENTRO UNIVERSITÁRIO AMPARENSE (UNIFIA);UNIFIA;(19) 3907-9870;www.unifia.edu.br;cra@unifia.edu.brcpex@scelisul.com.brpra@unifia.edu.br;Rodovia João Beira - s/n - CEP: 13905-529 - Parque Modelo;Amparo;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;27/09/1971;4;2024;4;2019;3;2023;;;;Ativa
16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Privada com fins lucrativos;1045;CENTRO UNIVERSITÁRIO ANHANGÜERA (UNIFIAN);UNIFIAN;(19) 9 9231 8546;http://www.anhanguera.com/home/;ddi@kroton.com.brpetre.rebac@kroton.com.br;Rua Waldemar Silenci - 340 - CEP: 13614-370 - Cidade Jardim;Leme;SP;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;13/01/1994;4;2023;5;2018;3;2023;;;;Ativa
2535;PSES SERVICOS EDUCACIONAIS LTDA.;01.224.108/0001-20;Privada com fins lucrativos;4037;CENTRO UNIVERSITÁRIO ANHANGUERA DE FORTALEZA (UNIPITÁGORAS);UNIPITÁGORAS;(85) 3533 7050;www.fateci.com.br;petre.rebac@kroton.com.brddi@kroton.com.br;Rua Barão de Aratanha - 51 - CEP: 60050-070 - Centro;Fortaleza;CE;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;01/11/2004;4;2023;-;;3;2023;;;;Ativa
14514;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;38.733.648/0001-40;Privada com fins lucrativos;4452;CENTRO UNIVERSITÁRIO ANHANGUERA DE MARABÁ;-;3 121 260 940;www.faculdademetropolitana.com.br;katia.parreiras@cogna.com.br ddi@kroton.com.br;Rodovia BR-230 - 000 - CEP: 68507-765 - Nova Marabá;Marabá;PA;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;18/12/2006;4;2023;4;2018;3;2023;;;Unificação de Mantidas;Ativa
16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Privada com fins lucrativos;376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO (Anhanguera SP);Anhanguera SP;(11) 3188 6700;www.anhanguera.com;thales.pimentel@kroton.com.br ddi@kroton.com.br;Avenida Raimundo Pereira de Magalhães - 3305 - CEP: 02938-000 - Pirituba;São Paulo;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;23/12/1971;4;2024;5;2019;3;2023;;;Unificação de Mantidas;Ativa
16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Privada com fins lucrativos;242;CENTRO UNIVERSITÁRIO ANHANGUERA PITÁGORAS AMPLI;-;19993473051;;ddi@kroton.com.br katia.parreiras@kroton.com katia.parreiras@cogna.com.br.br;Rua Senador Flaquer - 456/459 - CEP: 09010-160 - Centro;Santo André;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;27/11/1969;5;2023;5;2019;3;2023;;;;Ativa
16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Privada com fins lucrativos;926;Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande;-;(31) 2126-0980/(19) 98951-2596;;ddi@kroton.com.br quezia.rebula@kroton.com.br;Avenida Gury Marques - 3203 - CEP: 79079-005 - Vila Olinda;Campo Grande;MS;Centro Universitário;EAD - Superior / EAD - Lato-sensu / Presencial - Superior /;Privada;Privada com fins lucrativos;24/08/1994;5;2024;5;2018;3;2023;;;;Ativa
16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Privada com fins lucrativos;515;Centro Universitário Anhanguera Pitágoras Unopar de Niterói (UNIAN-RJ);UNIAN-RJ;(31) 984505383;www.anhanguera.com;ddi@kroton.com.br thales.pimentel@cogna.com.br;Rua Visconde do Rio Branco - 123 - CEP: 24020-000 - Centro;Niterói;RJ;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;29/09/1972;4;2023;5;2019;3;2023;;;;Ativa
1079;SOCIEDADE CIENTIFICA E CULTURAL ANISIO TEIXEIRA LTDA;01.149.432/0001-21;Privada sem fins lucrativos;1643;Centro Universitário Anísio Teixeira (Unifat);Unifat;(75) 3616-9466;www.unifat.edu.br;fat@fat.edu.br;Rua Juracy Magalhães - 222 - CEP: 44075-525 - Ponto Central;Feira de Santana;BA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;26/03/2001;4;2022;5;2019;4;2023;;;;Ativa
957;ASSOCIACAO EDUCACIONAL TOLEDO;03.318.018/0001-24;Privada sem fins lucrativos;1841;CENTRO UNIVERSITÁRIO ANTÔNIO EUFRÁSIO DE TOLEDO DE PRESIDENTE PRUDENTE - TOLEDO PRUDENTE (TOLEDO PRUDENTE);TOLEDO PRUDENTE;(18) 3901 4000;www.toledoprudente.edu.br;toledo@toledoprudente.edu.br;Praça Raul Furquim - 09 - CEP: 19030-430 - Vila Furquim;Presidente Prudente;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;22/05/2001;5;2018;5;2018;4;2023;;;;Ativa
757;SOCIEDADE DE PESQUISA EDUCACAO E CULTURA, DR. APARICIO CARVALHO DE MORAES LTDA;01.129.686/0001-88;Privada com fins lucrativos;1087;CENTRO UNIVERSITÁRIO APARÍCIO CARVALHO (FIMCA);FIMCA;(69) 3217 8900;www.fimca.com.br;mariasilvia24@gmail.comregulacao@fimca.com.br;Rua das Araras - 241 - CEP: 76811-678 - Eldorado;Porto Velho;RO;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;03/11/1997;4;2024;4;2019;4;2023;;;;Ativa
1089;SOCIEDADE DE EDUCACAO E CULTURA DE GOIAS S/C LTDA;00.140.831/0001-69;Privada com fins lucrativos;1663;Centro Universitário Araguaia (UNIARAGUAIA);UNIARAGUAIA;(62) 32248829;www.uniaraguaia.edu.br;uniara@uniaraguaia.edu.br;Avenida T-10 - 1047 - CEP: 74223-060 - Setor Bueno;Goiânia;GO;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;09/04/2001;5;2019;5;2022;3;2023;;;;Ativa
16735;EDUCADORA ASC LTDA;04.207.923/0007-65;Privada com fins lucrativos;17403;CENTRO UNIVERSITÁRIO ARI DE SÁ (UNIARI);UNIARI;8 530 779 700;www.faculdadearidesa.edu.br;fas@aridesa.com.br;Avenida Heraclito Graça - 826 - CEP: 60140-060 - Centro;Fortaleza;CE;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;29/04/2015;5;2023;3;2019;4;2023;;;;Ativa
320;FUNDACAO ARMANDO ALVARES PENTEADO;61.451.431/0001-69;Privada sem fins lucrativos;461;CENTRO UNIVERSITÁRIO ARMANDO ALVARES PENTEADO (FA-FAAP);FA-FAAP;(11) 3662-7057;www.faap.br;sateodoro@faap.br jainidarcis@faap.br easouza@faap.br;Rua Alagoas - 903 - CEP: 01242-902 - HIGIENOPOLIS;São Paulo;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;12/12/1972;5;2021;4;2018;3;2023;;;;Ativa
2477;SOCIEDADE EDUCACIONAL ARNALDO HORACIO FERREIRA S/C LTDA;06.163.776/0001-09;Privada com fins lucrativos;3921;CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA;-;(77) 3628 9900;www.faahf.edu.br;m.angelica@faahf.edu.brmarlylopo@gmail.comluiz.silva@lcpseducacional.com.br;Rua Pará - 2.280 - CEP: 47850-000 - Mimoso do Oeste;Luís Eduardo Magalhães;BA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;01/03/2006;4;2024;5;2018;2;2023;;;;Ativa
235;ASSOCIACAO PROPAGADORA ESDEVA;21.562.368/0001-13;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;1923;Centro Universitário Arnaldo Janssen (Uniarnaldo);Uniarnaldo;(31) 3524-5150 / 3524-5001;www.faculdadearnaldo.edu.br;diretoria@faculdadearnaldo.edu.br;Praça João Pessoa - 200 - CEP: 30140-020 - Funcionários;Belo Horizonte;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;10/01/2002;4;2023;4;2022;3;2023;;;Em Supervisão - Determinação de Providências, Unificação de Mantidas;Ativa
328;FUNDACAO OCTACILIO GUALBERTO;34.034.959/0001-60;Privada sem fins lucrativos;1080;CENTRO UNIVERSITÁRIO ARTHUR SÁ EARP NETO (UNIFASE);UNIFASE;(24) 2244 6452 22446456 22446451;www.unifase-rj.edu.br;fog@unifase-rj.edu.br;Avenida Barão do Rio Branco - 905 a 1003 - CEP: 25680-120 - Centro;Petrópolis;RJ;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;16/02/1998;5;2019;5;2018;4;2023;;;Unificação de Mantidas;Ativa
893;FUNDACAO ASSIS GURGACZ;02.203.539/0001-73;Privada sem fins lucrativos;1336;CENTRO UNIVERSITÁRIO ASSIS GURGACZ (FAG);FAG;(45) 3321 3900;www.fag.edu.br;ndi@fag.edu.br andreia@fag.edu.br;Avenida das Torres - 500 - CEP: 85806-095 - Loteamento FAG;Cascavel;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;24/06/1999;5;2023;5;2023;4;2023;;;;Ativa
378;FUNDACAO SAO PAULO;60.990.751/0001-24;Privada sem fins lucrativos;161;CENTRO UNIVERSITÁRIO ASSUNÇÃO;-;(11) 5087 0199;www.unifai.edu.br;fundasp.vma@adm.unifai.edu.br;Rua Afonso Celso - 671/711 - CEP: 04119-060 - Vila Mariana;São Paulo;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;01/04/1971;5;2023;4;2020;3;2023;;;;Ativa
1675;CENTRO EDUCACIONAL HYARTE-ML LTDA;01.428.030/0001-66;Privada com fins lucrativos;2579;CENTRO UNIVERSITÁRIO ATENAS (UniAtenas);UniAtenas;(38) 3365-1013;www.atenas.edu.br;faculdade@atenas.edu.br;Rua Euridamas Avelino de Barros - 1.400 - CEP: 38602-002 - Prado;Paracatu;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;03/06/2002;5;2023;4;2023;3;2023;;;;Ativa
1629;SOCIEDADE EDUCACIONAL EDICE PORTELA LTDA;41.548.546/0001-69;Privada com fins lucrativos;2497;CENTRO UNIVERSITÁRIO ATENEU (UniAteneu);UniAteneu;(85) 3033-5151;www.uniateneu.edu.br;emec@uniateneu.edu.br;Rua Manuel Arruda - 70 - CEP: 60842-090 - Messejana;Fortaleza;CE;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;30/06/2004;4;2023;5;2022;3;2023;;;;Ativa
199;SOCIEDADE UNIFICADA DE ENSINO AUGUSTO MOTTA;34.008.227/0001-03;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA (UNISUAM);UNISUAM;(21) 3882 9702;www.unisuam.edu.br;reitoria@unisuam.edu.brfximenes@unisuam.edu.brroberto.ramos@unisuam.edu.br;Avenida Paris - 84 - CEP: 21041-020 - Bonsucesso;Rio de Janeiro;RJ;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;12/02/1970;5;2023;5;2023;3;2023;;;;Ativa
963;COMPLEXO DE ENSINO SUPERIOR DO BRASIL LTDA.;02.741.457/0001-82;Privada com fins lucrativos;3602;CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL (UNIBRASIL);UNIBRASIL;(041) 3361 4200;www.unibrasil.com.br;dianinamedeiros@unibrasil.com.brregulacao@unibrasil.com.br camilesilva@unibrasil.com.br;Rua Konrad Adenauer - 442 - CEP: 82821-020 - Tarumã;Curitiba;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;09/03/2000;5;2019;5;2019;4;2023;;;;Ativa
1303;SOCIEDADE AVANTIS DE ENSINO E ESCOLA DE AVIACAO CIVIL S.A.;04.204.407/0001-91;Privada com fins lucrativos;1988;CENTRO UNIVERSITARIO AVANTIS (UNIAVAN);UNIAVAN;(47) 3363-0631;www.uniavan.edu.br;reitoria@uniavan.edu.br normas@uniavan.edu.br;Avenida Marginal Leste - 3600 - CEP: 88339-125 - Estados;Balneário Camboriú;SC;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;31/12/2002;5;2024;5;2013;3;2023;;;;Ativa
98;ORGANIZACAO EDUCACIONAL BARAO DE MAUA;56.001.480/0001-60;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ (CBM);CBM;(16) 3603 6600;www.baraodemaua.br;reitoria@baraodemaua.br ddp@baraodemaua.br;Rua Ramos de Azevedo - 423 - CEP: 14090-180 - Jardim Paulista;Ribeirão Preto;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;26/08/1968;5;2024;5;2019;4;2023;;;;Ativa
1924;CENTRO UNIFICADO DE EDUCACAO BARRETOS LTDA;60.243.961/0001-59;Privada com fins lucrativos;2971;CENTRO UNIVERSITÁRIO BARRETOS (UNIBARRETOS);UNIBARRETOS;(17) 3321-1200;www.unibarretos.edu.br;andre@unibarretos.com.br;Avenida C-12 - 1555 - CEP: 14781-449 - Cristiano de Carvalho;Barretos;SP;Centro Universitário;Presencial - Superior;Privada;Privada com fins lucrativos;31/12/2002;4;2023;-;;3;2023;;;;Ativa
