NOME-INSTITUICAO-EMPRESA,QUANTIDADE
CENTRO UNIVERSITARIO BELAS ARTES DE SAO PAULO,26
CENTRO UNIVERSITARIO DE VARZEA GRANDE,26
FUNDACAO JORGE DUPRAT FIGUEIREDO DE SEGURANCA E MEDICINA DO TRABALHO,26
FUNDACAO DOM CABRAL,26
CENTRO UNIVERSITARIO DE JOAO PESSOA,26
FACULDADE JESUITA DE FILOSOFIA E TEOLOGIA,26
SENADO FEDERAL,26
CENTRO UNIVERSITARIO DE MINEIROS,26
INSTITUTO NACIONAL DE CARDIOLOGIA,26
HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DE BOTUCATU,25
UNIVERSIDADE DO PORTO,25
SECRETARIA DA EDUCACAO DO ESTADO DE SAO PAULO,25
CENTRO UNIVERSITARIO PADRE ALBINO,25
INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVAVEIS,25
UNIVERSIDADE NOVA DE LISBOA,25
CENTRO UNIVERSITARIO DA SERRA GAUCHA,24
GOVERNO DO DISTRITO FEDERAL,24
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI",24
FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,24
SECRETARIA DE ESTADO DE EDUCACAO DE MINAS GERAIS,24
CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO,24
SIDI RECIFE,24
ESCOLA DE COMANDO E ESTADO MAIOR DO EXERCITO,23
GOVERNO DO ESTADO DO PARA,23
UNIVERSIDADE NILTON LINS,23
UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,23
CENTRO UNIVERSITARIO INTERNACIONAL,23
INSTITUTO AVANCADO DE TECNOLOGIA E INOVACAO - IATI,23
IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE,23
FACULDADES INTEGRADAS DE TAQUARA,23
FACULDADE ISRAELITA DE CIENCIAS DA SAUDE ALBERT EINSTEIN,23
GOVERNO DO ESTADO DO CEARA,23
CENTRO UNIVERSITARIO AVANTIS,23
CENTRO UNIVERSITARIO MUNICIPAL DE FRANCA,23
SECRETARIA DE ESTADO DE SAUDE DO DISTRITO FEDERAL,23
HOSPITAL ALEMAO OSWALDO CRUZ,23
INSTITUTOS LACTEC,23
CENTRO UNIVERSITARIO UNA,23
CENTRO UNIVERSITARIO DE BELO HORIZONTE,23
CENTRO UNIVERSITARIO ASSIS GURGACZ,23
GOVERNO DO ESTADO DO AMAPA,23
CENTRO UNIVERSITARIO FMABC,23
INSTITUTO DE AERONAUTICA E ESPACO,23
ESCOLA SUPERIOR DE AGRICULTURA &QUOT;LUIZ DE QUEIROZ&QUOT;,22
UNIVERSIDADE ANHANGUERA - UNIDERP,22
"FUNDACAO COORDENACAO DE PROJETOS, PESQUISAS E ESTUDOS TECNOLOGICOS",22
HOSPITAL GERAL DE FORTALEZA,22
CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS,22
GOVERNO DO ESTADO DO RIO DE JANEIRO,22
SENAI - DEPARTAMENTO REGIONAL DE SAO PAULO,22
CENTRO UNIVERSITARIO DE RIO PRETO,22
INSTITUTO FEDERAL DO PARA,22
MINISTERIO PUBLICO DO ESTADO DE SAO PAULO,22
FACULDADE DE MEDICINA DE RIBEIRAO PRETO - USP,22
SECRETARIA DE EDUCACAO DO ESTADO DO ESPIRITO SANTO,22
CENTRO UNIVERSITARIO FUNDACAO SANTO ANDRE,22
ASSOCIACAO CARUARUENSE DE ENSINO SUPERIOR,22
INSTITUTO NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,21
TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO,21
UNIVERSIDADE EDUARDO MONDLANE,21
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA,21
CENTRO DE PESQUISAS AGGEU MAGALHAES,21
FUCAPE,21
CENTRO UNIVERSITARIO PRESIDENTE ANTONIO CARLOS,21
CENTRO UNIVERSITARIO UNINOVAFAPI,21
UNIVERSIDADE FEDERAL DE SAO JOAO DEL REI,21
UNIVERSIDADE PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAI,21
DEFENSORIA PUBLICA DA UNIAO,21
UNIVERSIDADE DA FORCA AEREA,21
INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA,21
CENTRO UNIVERSITARIO AUTONOMO DO BRASIL,21
SECRETARIA DA EDUCACAO DE GOIAS,20
CENTRO UNIVERSITARIO INTERNACIONAL UNINTER,20
FUNDACAO CARLOS CHAGAS,20
CENTRO UNIVERSITARIO DA GRANDE DOURADOS,20
INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,20
EMBRAPA,20
CENTRO DE PESQUISAS ODONTOLOGICAS SAO LEOPOLDO MANDIC,20
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA FARROUPILHA",20
HOSPITAL SAO LUCAS DA PUCRS,20
GOVERNO DO ESTADO DO PARANA,20
PREFEITURA MUNICIPAL DE RECIFE,20
FACULDADES PEQUENO PRINCIPE,20
CENTRO UNIVERSITARIO PADRE ANCHIETA,20
FACULDADE DE CIENCIAS FARMACEUTICAS DE RIBEIRAO PRETO,19
HOSPITAL UNIVERSITARIO ANTONIO PEDRO/EBSERH,19
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,19
SECRETARIA DE EDUCACAO DO ESTADO DE SAO PAULO,19
CENTRO UNIVERSITARIO DE VALENCA,19
INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,19
UNIVERSIDAD DE LA REPUBLICA URUGUAY,19
CENTRO TECNICO AEROESPACIAL,19
INSTITUTO E CENTRO DE PESQUISAS SAO LEOPOLDO MANDIC,19
PREFEITURA MUNICIPAL DE RIBEIRAO PRETO,19
UFMA - UNIVERSIDADE FEDERAL DO MARANHAO,19
FACULDADE DE DIREITO DE SAO BERNARDO DO CAMPO,19
TRIBUNAL DE JUSTICA DO ESTADO DO PARANA,19
UNIVERSITAT DE VALENCIA,19
UDF CENTRO UNIVERSITARIO,19
CENTRO UNIVERSITARIO RITTER DOS REIS,19
PREFEITURA DA CIDADE DO RECIFE,19
FACULDADE PERNAMBUCANA DE SAUDE,19
FAM CENTRO UNIVERSITARIO,19
CENTRO BRASILEIRO DE ANALISE E PLANEJAMENTO,19
SIDIA INSTITUTO DE CIENCIA E TECNOLOGIA,18
EMBRAPA CLIMA TEMPERADO,18
FACULDADE SANTA CASA BH,18
CENTRO UNIVERSITARIO LUSIADA,18
CENTRO UNIVERSITARIO JORGE AMADO,18
CENTRO UNIVERSITARIO DA FUNDACAO EDUCACIONAL DE BARRETOS,18
INSTITUTO FEDERAL DE CIENCIAS E TECNOLOGIA DE SP,18
CENTRO DE ESTUDOS E SISTEMAS AVANCADOS DO RECIFE,18
FUNDACAO UNIRG,18
PREFEITURA MUNICIPAL DE UBERABA,18
CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA,18
CENTRO UNIVERSITARIO DR. LEAO SAMPAIO,18
ACADEMIA DA FORCA AEREA,18
FUNDACAO UNIVERSIDADE ALTO VALE DO RIO DO PEIXE - FUNIARP,18
CENTRO UNIVERSITARIO DE VICOSA - UNIVICOSA,18
MUSEU DE ASTRONOMIA E CIENCIAS AFINS,18
CENTRO UNIVERSITARIO LUTERANO DE PALMAS,18
UNIVERSIDADE ESTADUAL PAULISTA &QUOT;JULIO DE MESQUITA FILHO&QUOT;,18
CENTRO UNIVERSITARIO LEONARDO DA VINCI,18
UNIVERSIDADE VALE DO RIO VERDE DE TRES CORACOES,18
INSTITUTO SANTOS DUMONT,18
UNIVERSIDADE DA REGIAO DA CAMPANHA,18
CENTRO UNIVERSITARIO CENTRAL PAULISTA,18
AGENCIA NACIONAL DE VIGILANCIA SANITARIA,18
FACULDADE DE ODONTOLOGIA DE PIRACICABA,18
FAE CENTRO UNIVERSITARIO,18
FACULDADE FIA DE ADMINISTRACAO E NEGOCIOS,18
INSTITUTO DE ASSISTENCIA MEDICA AO SERVIDOR PUBLICO ESTADUAL,17
"INSTITUTO BRASILEIRO DE ENSINO, DESENVOLVIMENTO E PESQUISA",17
DEFENSORIA PUBLICA DO ESTADO DE SAO PAULO,17
UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA F,17
CENTRO UNIVERSITARIO FILADELFIA,17
CENTRO UNIVERSITARIO TIRADENTES,17
UNESPAR - CAMPUS APUCARANA,17
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO TRIANGULO MINEIRO",17
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA GOIANO",17
SUPREMO TRIBUNAL FEDERAL,17
CENTRO UNIVERSITARIO FACVEST,17
COMISSAO EXECUTIVA DO PLANO DA LAVOURA CACAUEIRA,17
CENTRO UNIVERSITARIO SANTO AGOSTINHO,17
ESCOLA DE ENFERMAGEM DA UNIVERSIDADE DE SAO PAULO,17
PREFEITURA MUNICIPAL DE JOAO PESSOA,17
CENTRO UNIVERSITARIO CURITIBA,17
INSTITUTO DE PESQUISAS DA MARINHA,17
GRUPO IBMEC,17
CENTRO UNIVERSITARIO DE BRUSQUE,17
CONSULTORIO DE PSICOLOGIA,17
UNIVERSIDADE ESTADUAL PAULISTA - JULIO DE MESQUITA FILHO,17
FACULDADES INTEGRADAS DE BAURU,17
MINISTERIO PUBLICO DO TRABALHO,17
CENTRO TECNOLOGICO DO EXERCITO,17
ESCOLA SUPERIOR DOM HELDER CAMARA,17
INSTITUTO FERNANDES FIGUEIRA,16
UNIVERSITY OF GEORGIA,16
CONSULTORIO PRIVADO,16
UNIVERSITY OF TORONTO,16
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,16
FACULDADE ESTADUAL DE CIENCIAS E LETRAS DE CAMPO MOURAO,16
CENTRO UNIVERSITARIO FECAP,16
SECRETARIA MUNICIPAL DE EDUCACAO DE FORTALEZA,16
INSTITUTO PASTEUR,16
HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DE RIBEIRAO PRETO - USP,16
UNIVERSIDADE ESTADUAL DO PARA,16
UNIVERSITY OF CAMBRIDGE,16
UNIVERSITAT DE BARCELONA,16
CENTRO DE PESQUISAS RENE RACHOU,16
CENTRO UNIVERSITARIO DO SUL DE MINAS,16
EMBRAPA GADO DE LEITE,16
FUNDACAO PUBLICA MUNICIPAL DE EDUCACAO DE NITEROI,16
FUNDACAO UNIVERSIDADE DE ITAUNA,16
GOVERNO DO ESTADO DE MINAS GERAIS,16
CAIXA ECONOMICA FEDERAL,16
INSTITUTO DE CARDIOLOGIA DO RIO GRANDE DO SUL,16
PREFEITURA MUNICIPAL DE PELOTAS,16
UNIVERSITY OF MICHIGAN,16
FACULDADE ATENAS,16
PREFEITURA DO MUNICIPIO DE MARINGA,16
SECRETARIA DE ESTADO DA SAUDE,16
FUNDACAO EDUCACIONAL BARRIGA VERDE,16
FUNDACAO ARMANDO ALVARES PENTEADO,16
CENTRO UNIVERSITARIO CATOLICO SALESIANO AUXILIUM,16
UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI - CAMPUS MUCURI,16
FUNDACAO PARQUE TECNOLOGICO ITAIPU BRASIL,16
CENTRO UNIVERSITARIO DE ITAJUBA,16
UNIVERSIDADE FEDERAL RURAL DO SEMI ARIDO,15
CENTRO UNIVERSITARIO SALESIANO SAO PAULO,15
CENTRO UNIVERSITARIO MAURICIO DE NASSAU - RECIFE,15
HOSPITAL DE REABILITACAO DE ANOMALIAS CRANIOFACIAIS,15
FACULDADE DE TECNOLOGIA DE SAO PAULO,15
UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI - CAMPUS JANAUBA,15
MINISTERIO DA DEFESA,15
CLARETIANO CENTRO UNIVERSITARIO,15
UNIVERSIDADE DE EVORA,15
CENTRO UNIVERSITARIO DE CARATINGA,15
UNIVERSITY OF ALBERTA,15
INSTITUTO DO CORACAO DO HOSPITAL DAS CLINICAS DA FMUSP,15
CENTRO UNIVERSITARIO ESTACIO RIBEIRAO PRETO,15
CENTRO DE ENSINO SUPERIOR DE CAMPOS GERAIS,15
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL,15
SECRETARIA MUNICIPAL DE EDUCACAO DO RIO DE JANEIRO,15
TRIBUNAL DE CONTAS DA UNIAO,15
INSTITUTO CARLOS CHAGAS,15
CENTRO GESTOR E OPERACIONAL DO SISTEMA DE PROTECAO DA AMAZONIA,15
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MINAS GERAIS",15
INSTITUTO DE SAUDE,15
CLINICA PARTICULAR,15
CENTRO UNIVERSITARIO DE ADAMANTINA,15
FACULDADE SESI-SP DE EDUCACAO,15
EMBRAPA RECURSOS GENETICOS E BIOTECNOLOGIA,15
FUNDACAO CEARENSE DE METEOROLOGIA E RECURSOS HIDRICOS,15
INSTITUTO FEDERAL GOIANO - CAMPUS URUTAI,15
FACULDADE UNIDA DE VITORIA,15
UNIVERSITY OF BRITISH COLUMBIA,15
FACULDADE CIENCIAS MEDICAS DE MINAS GERAIS,15
FUNDO DE DEFESA DA CITRICULTURA,15
SUPERINTENDENCIA DA POLICIA TECNICO-CIENTIFICA,15
ADVOCACIA GERAL DA UNIAO,14
NATIONAL INSTITUTES OF HEALTH,14
FUNDACAO BUTANTAN,14
ESCOLA DE ENFERMAGEM DE RIBEIRAO PRETO DA UNIVERSIDADE DE SAO PAULO,14
UNIVERSITY COLLEGE LONDON,14
CENTRO UNIVERSITARIO CELSO LISBOA,14
UNIVERSIDAD COMPLUTENSE DE MADRID,14
SENAI - DEPARTAMENTO REGIONAL DO PARANA,14
EMBRAPA MILHO E SORGO,14
GOVERNO DO ESTADO DO MATO GROSSO,14
EMBRAPA AGROINDUSTRIA TROPICAL,14
TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS,14
CENTRO UNIVERSITARIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS,14
SECRETARIA MUNICIPAL DE SAUDE DO RIO DE JANEIRO,14
CENTRO UNIVERSITARIO DAS FACULDADES ASSOCIADAS DE ENSINO,14
UNIAO DAS FACULDADES DOS GRANDES LAGOS,14
FUNDACAO FACULDADE REGIONAL DE MEDICINA DE SAO JOSE DO RIO PRETO,14
UNICESUMAR,14
FACULDADE DE DIREITO DE VITORIA,14
INSTITUTO DE PESQUISAS JARDIM BOTANICO DO RIO DE JANEIRO,14
INSTITUTO MASTER DE ENSINO PRESIDENTE ANTONIO CARLOS,14
INSTITUTO DE CIENCIAS AGRARIAS - UFMG,14
UNIVERSITE LAVAL,14
CENTRO UNIVERSITARIO ACADEMIA - UNIACADEMIA,14
INSTITUTO LAURO DE SOUZA LIMA,14
HOSPITAL INFANTIL PEQUENO PRINCIPE,14
FACULDADE DE SAUDE PUBLICA DA UNIVERSIDADE DE SAO PAULO,14
FACULDADE DE ODONTOLOGIA DE RIBEIRAO PRETO,14
DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,14
FUNDACAO SANTA CASA DE MISERICORDIA DO PARA,14
SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,14
INSTITUTO BRASILEIRO DE MUSEUS,14
GOVERNO DO ESTADO DA BAHIA,14
INSTITUTO NACIONAL DO SEMIARIDO,14
UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI - CAMPUS UNAI,14
HOSPITAL DAS CLINICAS DA FMUSP,14
INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,14
FIOCRUZ,14
PREFEITURA MUNICIPAL DE LONDRINA,14
FACULDADE DE MUSICA DO ESPIRITO SANTO,14
SUPERIOR TRIBUNAL DE JUSTICA,14
LABORATORIO NACIONAL DE ASTROFISICA,14
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SERTAO PERNAMBUCANO",14
CENTRO UNIVERSITARIO DAS FACULDADES INTEGRADAS DE OURINHOS,14
SECRETARIA MUNICIPAL DE EDUCACAO DE SAO PAULO,14
PREFEITURA MUNICIPAL DE BAURU,14
REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA SP,14
FACULDADE DE ENGENHARIA DE SOROCABA,13
CENTRO UNIVERSITARIO DE BARRA MANSA,13
CENTRO UNIVERSITARIO UNIVEL,13
MINISTERIO PUBLICO DO ESTADO DO PARANA,13
MINISTERIO DA DEFESA - COMANDO DA MARINHA,13
FACULDADE CASPER LIBERO,13
SECRETARIA DE EDUCACAO,13
TRIBUNAL DE JUSTICA DO ESTADO DO PARA,13
CENTRO UNIVERSITARIO ASSUNCAO,13
ARQUIVO NACIONAL,13
CENTRO UNIVERSITARIO CAMPO LIMPO PAULISTA,13
UNIVERSIDAD NACIONAL DE COLOMBIA - BOGOTA,13
FACULDADES DE CAMPINAS,13
MCGILL UNIVERSITY,13
AARHUS UNIVERSITY,13
CENTRO UNIVERSITARIO GUAIRACA,13
INSTITUTO INTERNACIONAL PARA SUSTENTABILIDADE,13
FACULDADE DE MEDICINA DE BOTUCATU,13
ESCOLA SUPERIOR DE DEFESA,13
HARVARD UNIVERSITY,13
GOVERNO DO ESTADO DA PARAIBA,13
PREFEITURA MUNICIPAL DE DUQUE DE CAXIAS,13
INSTITUTO OSWALDO CRUZ,13
FACULDADE EST,13
YALE UNIVERSITY,13
INSTITUTO DE INFECTOLOGIA EMILIO RIBAS,13
SECRETARIA DE SAUDE DO ESTADO DA BAHIA,13
SECRETARIA MUNICIPAL DE SAUDE,13
HOSPITAL UNIVERSITARIO LAURO WANDERLEY,13
FUNDACAO HEMOMINAS,13
HOSPITAL UNIVERSITARIO DE BRASILIA,13
AGENCIA NACIONAL DE AVIACAO CIVIL,13
EMBRAPA INSTRUMENTACAO,13
FUNDACAO CENTRO DE PESQUISA E DESENVOLVIMENTO EM TELECOMUNICACOES,13
BANCO DO BRASIL - DIRECAO GERAL,13
SERVICO SOCIAL DO COMERCIO,13
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SANTA CATARINA",13
HOSPITAL DAS CLINICAS DA UFMG,13
CENTRO DE TECNOLOGIAS ESTRATEGICAS DO NORDESTE,12
INSTITUTO ESTADUAL DO CEREBRO PAULO NIEMEYER,12
MINISTERIO PUBLICO DO ESTADO DO RIO DE JANEIRO,12
PREFEITURA MUNICIPAL DE NATAL,12
ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS,12
UNIVERSIDADE DA BEIRA INTERIOR,12
FACULDADE DE MEDICINA DE RIBEIRAO PRETO - UNIVERSIDADE DE SAO PAULO,12
UNIDADE DE ENSINO SUPERIOR DOM BOSCO,12
INSTITUTO DE PESQUISA ECONOMICA APLICADA,12
PREFEITURA MUNICIPAL DE CAMPO GRANDE,12
FACULDADE DE TECNOLOGIA DE SOROCABA,12
FACULDADE DE MEDICINA DE PETROPOLIS,12
SERVICO GEOLOGICO DO BRASIL,12
FUNDACAO INSTITUTO DE PESCA DO ESTADO DO RIO DE JANEIRO,12
CENTRO UNIVERSITARIO MOURA LACERDA,12
INSTITUTO FEDERAL GOIANO - CAMPUS CERES,12
PROCURADORIA GERAL DO ESTADO DE SAO PAULO,12
FUNDACAO CASA DE RUI BARBOSA,12
EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS - ADM CENTRAL,12
CENTRO UNIVERSITARIO CAMPOS DE ANDRADE,12
INSTITUTO DE FISICA DE SAO CARLOS,12
INSTITUTO DE SAUDE DA COMUNIDADE,12
UNIVERSIDADE ESTADUAL DO CENTRO OESTE,12
INSTITUTO FEDERAL CATARINENSE - CAMPUS ARAQUARI,12
INSTITUTO DO CORACAO - HCFMUSP,12
MINISTERIO DA GESTAO E DA INOVACAO EM SERVICOS PUBLICOS,12
PREFEITURA MUNICIPAL DE JOINVILLE,12
KATHOLIEKE UNIVERSITEIT LEUVEN,12
UNIVERSIDADE CASTELO BRANCO,12
EMBRAPA PECUARIA SUDESTE,12
EMBRAPA AMAZONIA ORIENTAL,12
FACULDADE MORGANA POTRICH,12
CONTROLADORIA-GERAL DA UNIAO,12
FACULDADE ADVENTISTA DA BAHIA,12
ESCOLA DE GUERRA NAVAL,12
FUNDACAO CESGRANRIO,12
FACULDADE DE MEDICINA VETERINARIA E ZOOTECNIA DA UNIVERSIDADE DE SAO PAULO,12
HOSPITAL DAS CLINICAS DA UNIVERSIDADE DE SAO PAULO,12
COMPLEXO DO HOSPITAL DE CLINICAS DA UFPR/EBSERH,12
INSTITUTO FEDERAL DE GOIAS - CAMPUS ANAPOLIS,12
MINISTERIO DO TRABALHO E EMPREGO,12
CENTRO UNIVERSITARIO ESTACIO DO CEARA,12
UNIVERSITY OF OXFORD,12
ESCOLA SUPERIOR DE GUERRA,12
FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,12
"INSTITUTO EURO-AMERICANO DE EDUCACAO, CIENCIA E TECNOLOGIA",12
UNIVERSIDADE PEDAGOGICA - MOCAMBIQUE,12
FACULDADE DE ODONTOLOGIA DE RIBEIRAO PRETO - USP,12
INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DO ALTO URUGUAI,12
"FACULDADE DE FILOSOFIA, CIENCIAS E LETRAS DE RIBEIRAO PRETO - USP",12
EMPRESA DE PESQUISA AGROPECUARIA DO ESTADO DO RIO DE JANEIRO,12
CENTRO PAULA SOUZA,12
FACULDADE LUCIANO FEIJAO,12
UNIVERSIDADE VIRTUAL DO ESTADO DE SAO PAULO,12
PRESIDENCIA DA REPUBLICA,12
PROCURADORIA GERAL DO ESTADO DO PARANA,12
FACULDADE DE ODONTOLOGIA SAO LEOPOLDO MANDIC,12
FACULDADES SANTA MARCELINA,12
CENTRO UNIVERSITARIO SAO LUCAS,12
INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT,11
AGENCIA NACIONAL DE AGUAS,11
SECRETARIA DE ESTADO DA EDUCACAO DO PARANA,11
UNIMA CENTRO UNIVERSITARIO DE MACEIO,11
HOSPITAL DAS CLINICAS,11
INSTITUTO UNIVERSITARIO DE LISBOA,11
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE BRASILIA",11
TRIBUNAL DE JUSTICA DO ESTADO DE RONDONIA,11
CENTRO UNIVERSITARIO ESTADUAL DA ZONA OESTE,11
FACULDADE DE CIENCIAS FARMACEUTICAS DE RIBEIRAO PRETO - USP,11
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO ACRE",11
TRIBUNAL DE JUSTICA DO ESTADO DO TOCANTINS,11
UNIVERSIDADE SANTA URSULA,11
SERVICO FEDERAL DE PROCESSAMENTO DE DADOS,11
UNIVERSITAT AUTONOMA DE BARCELONA - UAB,11
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA FLUMINENSE",11
HOSPITAL SAO RAFAEL,11
CENTRO UNIVERSITARIO DO LESTE DE MINAS GERAIS,11
FACULDADE DE MEDICINA DE CAMPOS,11
SECRETARIA DE ESTADO DE EDUCACAO DO PARA,11
INSTITUTO DE PESQUISA AMBIENTAL DA AMAZONIA,11
HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,11
ESCOLA DE ENGENHARIA DE LORENA - USP,11
INSTITUTO SENAI DE INOVACAO EM ENERGIAS RENOVAVEIS,11
INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL - DF,11
HOSPITAL UNIVERSITARIO PROFESSOR EDGARD SANTOS,11
UNIVERSIDADE ESTADUAL DO RIO DE JANEIRO,11
HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DE RIBEIRAO PRETO-USP,11
CENTRO UNIVERSITARIO E FACULDADES UNIFTEC,11
ASSOCIACAO DAS PIONEIRAS SOCIAIS,11
UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,11
FACULDADE DE CIENCIAS DA SAUDE DE BARRETOS DR. PAULO PRATA,11
UNIVERSIDAD DE BUENOS AIRES,11
GOVERNO DO ESTADO DO RIO GRANDE DO NORTE,11
FACULDADE DE MEDICINA DE BOTUCATU - UNESP,11
FACULDADE CAMPO REAL,11
GOVERNO DO ESTADO DE SANTA CATARINA,11
UNIVERSIDADE FEDERAL DE JUIZ DE FORA - CAMPUS GOVERNADOR VALADARES,11
UNIVERSIDADE BRAZ CUBAS,11
ESCOLA DE ENFERMAGEM DE RIBEIRAO PRETO,11
INSTITUTO FEDERAL DE MATO GROSSO DO SUL,11
INSTITUTO SUPERIOR TECNICO,11
UNIVERSITE DE MONTREAL,11
UNIVERSIDADE IBIRAPUERA,11
SECRETARIA DE EDUCACAO DO ESTADO DO PARA,11
"INSTITUTO FEDERAL EDUC., CIENCIA E TECNOL. DO MA",11
CONSULTORIO ODONTOLOGICO PARTICULAR,11
MUSEU DE ZOOLOGIA DA UNIVERSIDADE DE SAO PAULO,11
INSTITUTO FEDERAL GOIANO - CAMPUS RIO VERDE,11
CENTRO UNIVERSITARIO DE GOIATUBA-UNICERRADO,11
CENTRO UNIVERSITARIO PROJECAO,11
INSTITUTO FEDERAL DO RIO DE JANEIRO,11
CENTRO UNIVERSITARIO DE GOIAS,10
FACULDADE ADVENTISTA DA AMAZONIA,10
GOVERNO DO ESTADO DO ESPIRITO SANTO,10
FACULDADE DE ZOOTECNIA E ENGENHARIA DE ALIMENTOS,10
THE UNIVERSITY OF QUEENSLAND,10
INSTITUTO DE TECNOLOGIA PARA O DESENVOLVIMENTO,10
FACULDADE DE MEDICINA DE ITAJUBA,10
INSTITUTO LATINO AMERICANO DE PESQUISA E ENSINO ODONTOLOGICO,10
INSTITUTO CENTRO DE ENSINO TECNOLOGICO,10
HOSPITAL DAS CLINICAS DE RIBEIRAO PRETO,10
CEI - CENTRO EDUCACIONAL INTEGRADO,10
POLICIA MILITAR DO ESTADO DE SAO PAULO,10
AGENCIA DE DESENVOLVIMENTO AGRARIO E EXTENSAO RURAL DE MATO GROSSO DO SUL,10
INSTITUTO DE EDUCACAO SUPERIOR DE BRASILIA,10
ASSOCIACAO EDUCACIONAL DOM BOSCO,10
INSTITUTO DE ENSINO E PESQUISA DA SANTA CASA DE BELO HORIZONTE,10
HOSPITAL DAS CLINICAS DA UNIVERSIDADE FEDERAL DE PERNAMBUCO,10
UNIVERSITY OF MINNESOTA SYSTEM,10
MUSEU NACIONAL,10
CONSULTORIO DE PSICANALISE,10
CENTRO UNIVERSITARIO  CATOLICA DO TOCANTINS,10
INSTITUTO ALBERTO LUIZ COIMBRA DE POS-GRADUACAO E PESQUISA DE ENGENHARIA,10
FACULDADE AUTONOMA DE DIREITO,10
INSTITUTO FEDERAL DE PERNAMBUCO CAMPUS PESQUEIRA,10
CENTRO UNIVERSITARIO MAURICIO DE NASSAU,10
INSTITUTO DE PESQUISA PELE PEQUENO PRINCIPE,10
EMBRAPA AGROENERGIA,10
FUNDACAO OSWALDO CRUZ - UNIDADE DE RONDONIA,10
FACULDADES ALFREDO NASSER,10
HOSPITAL DE CLINICAS DA UNIVERSIDADE FEDERAL DO PARANA,10
TRIBUNAL DE JUSTICA DO ESTADO DO MARANHAO,10
EMBRAPA ARROZ E FEIJAO,10
TRIBUNAL DE JUSTICA DO PARANA,10
IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO PAULO,10
CENTRO UNIVERSITARIO LA SALLE - NITEROI,10
CENTRO UNIVERSITARIO TOCANTINENSE PRESIDENTE ANTONIO CARLOS,10
FUNDACAO EDUCACIONAL DE FERNANDOPOLIS,10
